date,product_id,actual,baseline_pred,ml_pred
2025-11-16,P02,32,59.285714285714285,68.9959482559445
2025-11-17,P02,59,54.142857142857146,42.02086031767853
2025-11-18,P02,72,54.142857142857146,65.27793659728235
2025-11-19,P02,74,56.714285714285715,65.8692628667629
2025-11-20,P02,49,62.285714285714285,61.66888324148622
2025-11-21,P02,112,63.714285714285715,71.55357066082068
2025-11-22,P02,58,70.71428571428571,72.99117316017318
2025-11-23,P02,63,65.14285714285714,69.0800667334568
2025-11-24,P02,35,69.57142857142857,52.744721348756286
2025-11-25,P02,35,66.14285714285714,43.42089131091687
2025-11-26,P02,53,60.857142857142854,42.28108624942046
2025-11-27,P02,46,57.857142857142854,43.74394403667139
2025-11-28,P02,68,57.42857142857143,52.47208168131272
2025-11-29,P02,85,51.142857142857146,57.482222636236415
2025-11-30,P02,76,55.0,59.05430079722541
2025-12-01,P02,51,56.857142857142854,49.363725318750944
2025-12-02,P02,67,59.142857142857146,44.78843507683418
2025-12-03,P02,36,63.714285714285715,49.10693980187467
2025-12-04,P02,50,61.285714285714285,41.68299825534851
2025-12-05,P02,71,61.857142857142854,54.736932267528225
2025-12-06,P02,90,62.285714285714285,73.40897186147187
2025-12-07,P02,41,63.0,63.591920424822916
2025-12-08,P02,44,58.0,41.376857465203
2025-12-09,P02,64,57.0,42.832590309080736
2025-12-10,P02,55,56.57142857142857,43.40737469010541
2025-12-11,P02,78,59.285714285714285,66.08804508998631
2025-12-12,P02,97,63.285714285714285,72.56017080142084
2025-12-13,P02,95,67.0,86.13038986013987
2025-12-14,P02,71,67.71428571428571,80.02149545824544
2025-12-15,P02,55,72.0,51.887187167292375
2025-12-16,P02,83,73.57142857142857,56.05398674087925
2025-12-17,P02,27,76.28571428571429,56.16644500313454
2025-12-18,P02,55,72.28571428571429,48.882749650562154
2025-12-19,P02,45,69.0,63.82585214785215
2025-12-20,P02,78,61.57142857142857,65.14310935388141
2025-12-21,P02,64,59.142857142857146,63.961673094557455
2025-12-22,P02,57,58.142857142857146,51.160267025218275
2025-12-23,P02,63,58.42857142857143,54.448638167708964
2025-12-24,P02,52,55.57142857142857,49.48762121182868
2025-12-25,P02,65,59.142857142857146,52.11632908883365
2025-12-26,P02,18,60.57142857142857,53.07329317560554
2025-12-27,P02,74,56.714285714285715,62.739218512968506
2025-12-28,P02,54,56.142857142857146,68.24652783659575
2025-12-29,P02,47,54.714285714285715,41.082311243451166
2025-12-30,P02,26,53.285714285714285,44.36590020846791
2025-11-01,P03,194,137.57142857142858,162.1721968586968
2025-11-02,P03,141,140.14285714285714,141.93436737267055
2025-11-03,P03,193,142.14285714285714,160.08375944728957
2025-11-04,P03,178,150.57142857142858,161.6270750638251
2025-11-05,P03,137,159.0,131.92794964784704
2025-11-06,P03,147,159.85714285714286,135.27752990384215
2025-11-07,P03,145,161.85714285714286,151.092561809533
2025-11-08,P03,143,162.14285714285714,179.68704067229066
2025-11-09,P03,177,154.85714285714286,151.61562689717763
2025-11-10,P03,104,160.0,141.67628852152959
2025-11-11,P03,129,147.28571428571428,125.03056842771046
2025-11-12,P03,116,140.28571428571428,132.83479954451292
2025-11-13,P03,116,137.28571428571428,135.71375636779612
2025-11-14,P03,138,132.85714285714286,136.6948514033826
2025-11-15,P03,174,131.85714285714286,154.2001973144047
2025-11-16,P03,153,136.28571428571428,152.4893701411328
2025-11-17,P03,131,132.85714285714286,121.33962578028094
2025-11-18,P03,118,136.71428571428572,127.05567133436625
2025-11-19,P03,139,135.14285714285714,126.31183460511423
2025-11-20,P03,134,138.42857142857142,129.81167849405645
2025-11-21,P03,133,141.0,139.7434120518069
2025-11-22,P03,160,140.28571428571428,163.50303334448597
2025-11-23,P03,136,138.28571428571428,153.32247177504786
2025-11-24,P03,127,135.85714285714286,121.23509477395052
2025-11-25,P03,119,135.28571428571428,123.43955631038118
2025-11-26,P03,96,135.42857142857142,126.63850406007198
2025-11-27,P03,123,129.28571428571428,115.2230170682555
2025-11-28,P03,130,127.71428571428571,124.5147349824285
2025-11-29,P03,202,127.28571428571429,154.62892422565918
2025-11-30,P03,134,133.28571428571428,143.748653626578
2025-12-01,P03,94,133.0,120.48275714793127
2025-12-02,P03,122,128.28571428571428,102.42853490471168
2025-12-03,P03,160,128.71428571428572,155.53519131794133
2025-12-04,P03,176,137.85714285714286,167.98357222407222
2025-12-05,P03,98,145.42857142857142,131.69158563369504
2025-12-06,P03,127,140.85714285714286,156.85472001287724
2025-12-07,P03,140,130.14285714285714,144.53155323814363
2025-12-08,P03,127,131.0,108.05737264349153
2025-12-09,P03,105,135.71428571428572,116.81299155754648
2025-12-10,P03,113,133.28571428571428,118.26508180574106
2025-12-11,P03,128,126.57142857142857,112.2626994284808
2025-12-12,P03,154,119.71428571428571,115.09672129470103
2025-12-13,P03,147,127.71428571428571,148.79050254893826
2025-12-14,P03,144,130.57142857142858,144.6381957550494
2025-12-15,P03,129,131.14285714285714,153.15855635105643
2025-12-16,P03,141,131.42857142857142,155.6210336792837
2025-12-17,P03,159,136.57142857142858,169.93236561427085
2025-12-18,P03,168,143.14285714285714,174.5243952621453
2025-12-19,P03,130,148.85714285714286,142.31851276970386
2025-12-20,P03,171,145.42857142857142,158.1721964780144
2025-12-21,P03,142,148.85714285714286,154.43768277032262
2025-12-22,P03,110,148.57142857142858,118.6972734497925
2025-12-23,P03,116,145.85714285714286,117.15121276258664
2025-12-24,P03,101,142.28571428571428,126.060048030632
2025-12-25,P03,124,134.0,125.48652959192674
2025-12-26,P03,106,127.71428571428571,120.849138876591
2025-12-27,P03,151,124.28571428571429,152.93452748425162
2025-12-28,P03,107,121.42857142857143,146.4824668392225
2025-12-29,P03,81,116.42857142857143,103.77931175951282
2025-12-30,P03,91,112.28571428571429,105.86427048027554
2025-11-01,P04,41,30.285714285714285,32.463410554729094
2025-11-02,P04,57,31.714285714285715,52.10761171236172
2025-11-03,P04,60,35.142857142857146,47.112951381951355
2025-11-04,P04,55,39.285714285714285,48.06185349835349
2025-11-05,P04,38,43.857142857142854,47.32300958300956
2025-11-06,P04,34,45.0,29.482264762383846
2025-11-07,P04,37,44.42857142857143,28.013815445546953
2025-11-08,P04,51,46.0,34.80030867334118
2025-11-09,P04,35,47.42857142857143,34.40464426971833
2025-11-10,P04,30,44.285714285714285,28.289407636865192
2025-11-11,P04,29,40.0,26.962106818313117
2025-11-12,P04,34,36.285714285714285,27.209285356793828
2025-11-13,P04,25,35.714285714285715,26.40811825944287
2025-11-14,P04,41,34.42857142857143,28.26346128693877
2025-11-15,P04,46,35.0,34.86977065259471
2025-11-16,P04,28,34.285714285714285,35.62404105669854
2025-11-17,P04,36,33.285714285714285,25.131773900760948
2025-11-18,P04,42,34.142857142857146,24.915778265985654
2025-11-19,P04,36,36.0,26.35596710060272
2025-11-20,P04,40,36.285714285714285,26.715060327156518
2025-11-21,P04,34,38.42857142857143,26.711949189384985
2025-11-22,P04,28,37.42857142857143,35.39522047519403
2025-11-23,P04,24,34.857142857142854,37.35094586181605
2025-11-24,P04,31,34.285714285714285,27.739963257976893
2025-11-25,P04,26,33.57142857142857,27.292710623126332
2025-11-26,P04,24,31.285714285714285,27.044929783238512
2025-11-27,P04,30,29.571428571428573,28.990926106857636
2025-11-28,P04,38,28.142857142857142,26.815599432314013
2025-11-29,P04,29,28.714285714285715,34.4572489015633
2025-11-30,P04,35,28.857142857142858,32.19436531286124
2025-12-01,P04,34,30.428571428571427,25.657586957506275
2025-12-02,P04,20,30.857142857142858,25.311937308708174
2025-12-03,P04,31,30.0,25.255066728396766
2025-12-04,P04,25,31.0,23.770006237109047
2025-12-05,P04,33,30.285714285714285,25.474944313725047
2025-12-06,P04,45,29.571428571428573,32.3295554807376
2025-12-07,P04,39,31.857142857142858,33.28947242296961
2025-12-08,P04,31,32.42857142857143,24.954733267594367
2025-12-09,P04,20,32.0,25.37259309011543
2025-12-10,P04,32,32.0,25.908213055987446
2025-12-11,P04,23,32.142857142857146,26.124725492709985
2025-12-12,P04,32,31.857142857142858,26.32950882930718
2025-12-13,P04,39,31.714285714285715,32.24654418558643
2025-12-14,P04,37,30.857142857142858,32.69477994651962
2025-12-15,P04,28,30.571428571428573,25.516973961131065
2025-12-16,P04,22,30.142857142857142,26.795509842863495
2025-12-17,P04,19,30.428571428571427,27.56502350041307
2025-12-18,P04,32,28.571428571428573,28.327611517834168
2025-12-19,P04,31,29.857142857142858,27.641566871707287
2025-12-20,P04,45,29.714285714285715,32.66663803953551
2025-12-21,P04,34,30.571428571428573,32.62992975497035
2025-12-22,P04,19,30.142857142857142,26.577499977396734
2025-12-23,P04,31,28.857142857142858,27.97745772383545
2025-12-24,P04,25,30.142857142857142,26.57171979390512
2025-12-25,P04,29,31.0,27.706609301852733
2025-12-26,P04,20,30.571428571428573,27.415558322366444
2025-12-27,P04,38,29.0,30.51766193370749
2025-12-28,P04,22,28.0,33.87106915881581
2025-12-29,P04,19,26.285714285714285,27.528291363741246
2025-12-30,P04,20,26.285714285714285,27.424742604937965
2025-11-01,P05,72,39.42857142857143,37.61245777278389
2025-11-02,P05,44,44.0,33.953069324112846
2025-11-03,P05,30,43.285714285714285,33.825057107641506
2025-11-04,P05,48,44.285714285714285,37.99919569792951
2025-11-05,P05,43,44.714285714285715,35.5956005769829
2025-11-06,P05,30,45.57142857142857,35.90452455981945
2025-11-07,P05,37,44.714285714285715,40.22158329296799
2025-11-08,P05,48,43.42857142857143,37.755866053248546
2025-11-09,P05,47,40.0,33.98311850105676
2025-11-10,P05,17,40.42857142857143,34.97736591567472
2025-11-11,P05,14,38.57142857142857,38.36995649400766
2025-11-12,P05,22,33.714285714285715,37.82791342569832
2025-11-13,P05,22,30.714285714285715,37.74930304825475
2025-11-14,P05,28,29.571428571428573,35.27845407002003
2025-11-15,P05,54,28.285714285714285,37.94767596298259
2025-11-16,P05,39,29.142857142857142,33.51283533879993
2025-11-17,P05,33,28.0,32.60523224481409
2025-11-18,P05,18,30.285714285714285,34.385125184791846
2025-11-19,P05,27,30.857142857142858,30.989593884995525
2025-11-20,P05,40,31.571428571428573,33.592944975265034
2025-11-21,P05,44,34.142857142857146,38.05201930261617
2025-11-22,P05,33,36.42857142857143,36.91882873947282
2025-11-23,P05,43,33.42857142857143,38.028674316773404
2025-11-24,P05,55,34.0,32.35793145021795
2025-11-25,P05,31,37.142857142857146,33.85825982767315
2025-11-26,P05,24,39.0,39.59254920537248
2025-11-27,P05,31,38.57142857142857,41.11845062715013
2025-11-28,P05,37,37.285714285714285,41.041119176935766
2025-11-29,P05,42,36.285714285714285,37.49576240113014
2025-11-30,P05,41,37.57142857142857,37.2453199226715
2025-12-01,P05,14,37.285714285714285,36.928200716588655
2025-12-02,P05,19,31.428571428571427,37.26687835166036
2025-12-03,P05,27,29.714285714285715,34.16502105568561
2025-12-04,P05,28,30.142857142857142,32.07146692265513
2025-12-05,P05,26,29.714285714285715,30.370501152438877
2025-12-06,P05,37,28.142857142857142,35.0853356225635
2025-12-07,P05,37,27.428571428571427,33.23522260150209
2025-12-08,P05,37,26.857142857142858,25.77381776270056
2025-12-09,P05,27,30.142857142857142,23.55813195644375
2025-12-10,P05,32,31.285714285714285,24.960646050285163
2025-12-11,P05,24,32.0,33.926223239210046
2025-12-12,P05,39,31.428571428571427,36.36584199154277
2025-12-13,P05,45,33.285714285714285,36.29753060343012
2025-12-14,P05,48,34.42857142857143,35.7828035620971
2025-12-15,P05,35,36.0,30.777799390042663
2025-12-16,P05,34,35.714285714285715,32.257442487200585
2025-12-17,P05,28,36.714285714285715,36.09049449673365
2025-12-18,P05,32,36.142857142857146,36.02999391359994
2025-12-19,P05,45,37.285714285714285,40.23303279903297
2025-12-20,P05,31,38.142857142857146,37.04769013953933
2025-12-21,P05,29,36.142857142857146,39.94229895305901
2025-12-22,P05,30,33.42857142857143,37.31301759755256
2025-12-23,P05,32,32.714285714285715,31.174873991534696
2025-12-24,P05,20,32.42857142857143,33.436703065298225
2025-12-25,P05,29,31.285714285714285,29.575017537306692
2025-12-26,P05,24,30.857142857142858,32.710675177029984
2025-12-27,P05,7,27.857142857142858,34.48953960660618
2025-12-28,P05,26,24.428571428571427,35.9799233027372
2025-12-29,P05,21,24.0,24.9915102548133
2025-12-30,P05,21,22.714285714285715,23.41593859390541
2025-11-01,P06,79,65.85714285714286,69.32357870388799
2025-11-02,P06,76,61.57142857142857,73.62346500520414
2025-11-03,P06,32,62.857142857142854,52.691955750919774
2025-11-04,P06,75,60.142857142857146,52.433024187331355
2025-11-05,P06,56,62.857142857142854,54.25506991290157
2025-11-06,P06,65,62.57142857142857,54.78272804842459
2025-11-07,P06,49,64.0,53.91600294048854
2025-11-08,P06,92,61.714285714285715,91.11306301106302
2025-11-09,P06,111,63.57142857142857,85.93327417027417
2025-11-10,P06,80,68.57142857142857,63.29460245310245
2025-11-11,P06,86,75.42857142857143,66.30661337736339
2025-11-12,P06,70,77.0,53.54967718117796
2025-11-13,P06,38,79.0,54.05028340541255
2025-11-14,P06,66,75.14285714285714,80.80224320124314
2025-11-15,P06,114,77.57142857142857,90.75010437710442
2025-11-16,P06,88,80.71428571428571,83.26292544492544
2025-11-17,P06,63,77.42857142857143,62.17604591704593
2025-11-18,P06,67,75.0,53.45046144185195
2025-11-19,P06,60,72.28571428571429,53.93816627095764
2025-11-20,P06,60,70.85714285714286,53.54730090156948
2025-11-21,P06,52,74.0,53.197312859232404
2025-11-22,P06,57,72.0,71.10508613817484
2025-11-23,P06,57,63.857142857142854,70.61993931549861
2025-11-24,P06,54,59.42857142857143,53.82704776123617
2025-11-25,P06,63,58.142857142857146,53.15004186353912
2025-11-26,P06,65,57.57142857142857,52.62713647463692
2025-11-27,P06,64,58.285714285714285,50.16413096288118
2025-11-28,P06,55,58.857142857142854,55.1853091681758
2025-11-29,P06,78,59.285714285714285,74.27691742966171
2025-11-30,P06,68,62.285714285714285,72.5666284641285
2025-12-01,P06,47,63.857142857142854,52.35816789739639
2025-12-02,P06,67,62.857142857142854,50.975181626520886
2025-12-03,P06,34,63.42857142857143,53.28079115680728
2025-12-04,P06,49,59.0,50.58108721133888
2025-12-05,P06,69,56.857142857142854,49.72671938678361
2025-12-06,P06,51,58.857142857142854,69.290262253726
2025-12-07,P06,57,55.0,68.34626503803922
2025-12-08,P06,44,53.42857142857143,45.09627283381587
2025-12-09,P06,47,53.0,47.33662084297095
2025-12-10,P06,36,50.142857142857146,46.87240334583016
2025-12-11,P06,57,50.42857142857143,51.03830033434318
2025-12-12,P06,84,51.57142857142857,80.89641383616379
2025-12-13,P06,101,53.714285714285715,92.74953019323672
2025-12-14,P06,83,60.857142857142854,86.15620430495433
2025-12-15,P06,67,64.57142857142857,65.91043594477418
2025-12-16,P06,83,67.85714285714286,65.39860844710846
2025-12-17,P06,38,73.0,47.50670327108461
2025-12-18,P06,40,73.28571428571429,50.09021218076807
2025-12-19,P06,46,70.85714285714286,55.18381310318005
2025-12-20,P06,64,65.42857142857143,67.60526547735421
2025-12-21,P06,75,60.142857142857146,67.32978076761954
2025-12-22,P06,54,59.0,48.5038374185768
2025-12-23,P06,54,57.142857142857146,48.073184174059186
2025-12-24,P06,40,53.0,46.70602785069706
2025-12-25,P06,47,53.285714285714285,50.17752990402648
2025-12-26,P06,46,54.285714285714285,51.866684787481944
2025-12-27,P06,48,54.285714285714285,69.87097205901726
2025-12-28,P06,47,52.0,68.64839338057699
2025-12-29,P06,41,48.0,50.798558837197504
2025-12-30,P06,35,46.142857142857146,49.063053446803785
2025-11-01,P07,10,19.857142857142858,21.367379708053612
2025-11-02,P07,27,16.857142857142858,21.845426980760656
2025-11-03,P07,17,17.142857142857142,16.0460922047321
2025-11-04,P07,8,19.428571428571427,18.62239548808539
2025-11-05,P07,19,17.714285714285715,18.111106035809154
2025-11-06,P07,23,16.857142857142858,18.818316985624772
2025-11-07,P07,21,18.714285714285715,21.154695465643766
2025-11-08,P07,27,17.857142857142858,21.8002252441359
2025-11-09,P07,20,20.285714285714285,21.53756339806925
2025-11-10,P07,10,19.285714285714285,19.092031929709243
2025-11-11,P07,20,18.285714285714285,15.24329234288181
2025-11-12,P07,24,20.0,16.313915339662216
2025-11-13,P07,22,20.714285714285715,21.037626856073107
2025-11-14,P07,11,20.571428571428573,22.08015346432038
2025-11-15,P07,16,19.142857142857142,20.87940443250575
2025-11-16,P07,18,17.571428571428573,21.9381258450238
2025-11-17,P07,11,17.285714285714285,16.616936921467495
2025-11-18,P07,17,17.428571428571427,15.346995687639067
2025-11-19,P07,19,17.0,16.625891785792202
2025-11-20,P07,12,16.285714285714285,16.05051370912374
2025-11-21,P07,23,14.857142857142858,18.038033009656676
2025-11-22,P07,27,16.571428571428573,21.19293216931627
2025-11-23,P07,19,18.142857142857142,21.080542853892446
2025-11-24,P07,16,18.285714285714285,15.574660305541201
2025-11-25,P07,10,19.0,15.176269304389926
2025-11-26,P07,16,18.0,14.634794336100112
2025-11-27,P07,28,17.571428571428573,24.172318296518306
2025-11-28,P07,34,19.857142857142858,25.33786845561844
2025-11-29,P07,37,21.428571428571427,25.999948828948813
2025-11-30,P07,27,22.857142857142858,22.16012481507066
2025-12-01,P07,15,24.0,17.240580643570347
2025-12-02,P07,16,23.857142857142858,16.696161652018738
2025-12-03,P07,15,24.714285714285715,16.35923390534798
2025-12-04,P07,13,24.571428571428573,17.28497668997669
2025-12-05,P07,19,22.428571428571427,17.967540020628835
2025-12-06,P07,19,20.285714285714285,20.095399023523907
2025-12-07,P07,21,17.714285714285715,21.63940683874484
2025-12-08,P07,15,16.857142857142858,14.984623029523533
2025-12-09,P07,14,16.857142857142858,14.903154921252263
2025-12-10,P07,14,16.571428571428573,15.533785901316636
2025-12-11,P07,14,16.428571428571427,15.101571832860554
2025-12-12,P07,11,16.571428571428573,17.970753370687866
2025-12-13,P07,23,15.428571428571429,20.488155248731772
2025-12-14,P07,21,16.0,20.313394043573105
2025-12-15,P07,18,16.0,14.583777147183476
2025-12-16,P07,13,16.428571428571427,15.471780490549854
2025-12-17,P07,22,16.285714285714285,15.406961925635057
2025-12-18,P07,14,17.428571428571427,16.19026901029791
2025-12-19,P07,14,17.428571428571427,17.431055139628175
2025-12-20,P07,17,17.857142857142858,20.13093389045061
2025-12-21,P07,12,17.0,19.751472496675838
2025-12-22,P07,20,15.714285714285714,13.687845856261104
2025-12-23,P07,19,16.0,15.377780607643274
2025-12-24,P07,17,16.857142857142858,14.915128975083839
2025-12-25,P07,13,16.142857142857142,15.869033295361893
2025-12-26,P07,19,16.0,17.73116837732152
2025-12-27,P07,15,16.714285714285715,20.069150007384703
2025-12-28,P07,14,16.428571428571427,18.66092437507073
2025-12-29,P07,15,16.714285714285715,14.15035414857474
2025-12-30,P07,13,16.0,13.864682849594807
2025-11-01,P08,42,31.571428571428573,36.931685878127865
2025-11-02,P08,32,32.285714285714285,35.61980219856649
2025-11-03,P08,25,31.571428571428573,25.92848027038321
2025-11-04,P08,31,31.0,27.243516188567884
2025-11-05,P08,31,31.428571428571427,28.03009150275616
2025-11-06,P08,26,31.428571428571427,28.48402151831993
2025-11-07,P08,27,31.0,28.48771375271533
2025-11-08,P08,43,30.571428571428573,37.017362597704576
2025-11-09,P08,36,30.714285714285715,36.43534730571575
2025-11-10,P08,26,31.285714285714285,27.338946407332685
2025-11-11,P08,23,31.428571428571427,27.26959351688331
2025-11-12,P08,35,30.285714285714285,32.04206639194137
2025-11-13,P08,39,30.857142857142858,30.505401468901454
2025-11-14,P08,44,32.714285714285715,31.384156131710473
2025-11-15,P08,39,35.142857142857146,36.67602400377404
2025-11-16,P08,38,34.57142857142857,35.299386959701046
2025-11-17,P08,28,34.857142857142854,26.163406468259414
2025-11-18,P08,23,35.142857142857146,27.616321316861097
2025-11-19,P08,28,35.142857142857146,28.547258360781083
2025-11-20,P08,26,34.142857142857146,28.918305724854125
2025-11-21,P08,23,32.285714285714285,29.126831977577435
2025-11-22,P08,38,29.285714285714285,36.42280039713374
2025-11-23,P08,33,29.142857142857142,36.65839040589043
2025-11-24,P08,34,28.428571428571427,26.77904232684528
2025-11-25,P08,29,29.285714285714285,26.390778296431233
2025-11-26,P08,27,30.142857142857142,28.176210426633844
2025-11-27,P08,26,30.0,28.47408251831028
2025-11-28,P08,29,30.0,28.797172896161793
2025-11-29,P08,29,30.857142857142858,36.89764751833951
2025-11-30,P08,23,29.571428571428573,36.17318388064132
2025-12-01,P08,19,28.142857142857142,25.949368047291184
2025-12-02,P08,21,26.0,24.985361688964634
2025-12-03,P08,15,24.857142857142858,27.05710274469254
2025-12-04,P08,21,23.142857142857142,24.869351874934974
2025-12-05,P08,24,22.428571428571427,24.879417002138922
2025-12-06,P08,30,21.714285714285715,31.532685438552264
2025-12-07,P08,25,21.857142857142858,31.513864874088075
2025-12-08,P08,20,22.142857142857142,22.450469661686125
2025-12-09,P08,27,22.285714285714285,20.465818335582664
2025-12-10,P08,24,23.142857142857142,21.261088968686852
2025-12-11,P08,21,24.428571428571427,20.8080852305685
2025-12-12,P08,25,24.428571428571427,22.622761825677145
2025-12-13,P08,30,24.571428571428573,29.196902047722208
2025-12-14,P08,25,24.571428571428573,28.403467172094274
2025-12-15,P08,19,24.571428571428573,20.225858236081883
2025-12-16,P08,25,24.428571428571427,19.781320357349564
2025-12-17,P08,21,24.142857142857142,20.206332465665398
2025-12-18,P08,19,23.714285714285715,20.87510244399374
2025-12-19,P08,25,23.428571428571427,22.39032554885004
2025-12-20,P08,29,23.428571428571427,38.71063889327047
2025-12-21,P08,45,23.285714285714285,36.28875361675362
2025-12-22,P08,46,26.142857142857142,26.62646082949309
2025-12-23,P08,36,30.0,28.22929753271421
2025-12-24,P08,31,31.571428571428573,25.251126108187385
2025-12-25,P08,25,33.0,25.323066478274807
2025-12-26,P08,20,33.857142857142854,26.896242937806004
2025-12-27,P08,27,33.142857142857146,34.37955417561171
2025-12-28,P08,20,32.857142857142854,33.77366561182573
2025-12-29,P08,17,29.285714285714285,23.634247241038388
2025-12-30,P08,15,25.142857142857142,24.849099062572176
2025-11-01,P09,128,119.0,133.7485443898208
2025-11-02,P09,136,118.71428571428571,129.12088902879432
2025-11-03,P09,117,118.85714285714286,105.12888324206786
2025-11-04,P09,116,120.57142857142857,104.32258482302584
2025-11-05,P09,99,123.0,106.2962735035155
2025-11-06,P09,114,119.14285714285714,106.96846435113822
2025-11-07,P09,124,121.28571428571429,109.66668794072942
2025-11-08,P09,135,119.14285714285714,134.21483032171943
2025-11-09,P09,143,120.14285714285714,131.32904324281964
2025-11-10,P09,124,121.14285714285714,103.88044962116523
2025-11-11,P09,107,122.14285714285714,104.96875917072389
2025-11-12,P09,110,120.85714285714286,103.31342555966401
2025-11-13,P09,115,122.42857142857143,103.3295636206167
2025-11-14,P09,96,122.57142857142857,111.47988787589834
2025-11-15,P09,151,118.57142857142857,128.94193036599077
2025-11-16,P09,116,120.85714285714286,132.54500423661887
2025-11-17,P09,93,117.0,104.72008342192156
2025-11-18,P09,126,112.57142857142857,104.08130746597752
2025-11-19,P09,99,115.28571428571429,105.65580276470014
2025-11-20,P09,96,113.71428571428571,106.96248313875957
2025-11-21,P09,132,111.0,106.90184085271449
2025-11-22,P09,126,116.14285714285714,133.0627595480167
2025-11-23,P09,124,112.57142857142857,125.72194627262108
2025-11-24,P09,115,113.71428571428571,100.40204341256002
2025-11-25,P09,100,116.85714285714286,105.64481627802112
2025-11-26,P09,83,113.14285714285714,104.46889143219035
2025-11-27,P09,112,110.85714285714286,102.53964052890441
2025-11-28,P09,110,113.14285714285714,107.8532503417014
2025-11-29,P09,168,110.0,125.50963032862359
2025-11-30,P09,121,116.0,120.8577427486377
